guid,Year,Set,Subset,CardNum,PlayerName,Qty,SerialNumber,Authenticator,Grade,CertNumber,BoxNum,TxnId,eBayItemId,PurchasePrice,SalePrice,GradingFee,MktVal,TxnSource,TxnType,TxnDate,SaleDate,SaleMarketplace,SoldTxnId,SoldeBayItemId
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
